server_id,availabity_seconds,bandwidth_bytes,latency_seconds,price,payload_size
19,1684086780.1650476,4002.011870986125,50074.07342997498,396.8366993303618,992.0917483259044
19,1684086782.1943016,4003.524810270097,50087.9987024551,528.0801564657152,1320.2003911642878
19,1684086783.2223456,4002.595984228535,50062.31948706501,378.9929751458024,947.4824378645058
19,1684086784.2454991,4003.798453680676,50081.84900426844,517.1385190813006,1292.8462977032514
19,1684086786.2761068,4002.626881571069,50071.22594839274,416.1616723986781,1040.404180996695
19,1684086788.2981398,4003.371739989912,50054.45661943346,386.2714890342713,965.6787225856782
19,1684086789.3328557,4003.821177537037,50076.35703576412,496.3046766276678,1240.7616915691694
19,1684086791.354998,4002.713087360032,50073.42488182273,429.2619471206024,1073.1548678015058
19,1684086792.386662,4001.616259857088,50059.68898198659,319.53628029057336,798.8407007264334
19,1684086793.406395,4004.4661161804775,50063.526662754026,477.16341068908696,1192.9085267227174
19,1684086794.4260848,4003.314037375221,50019.74597376808,244.54859193501125,611.3714798375281
19,1684086795.443776,4002.436031480407,50057.75595733707,352.7512703990096,881.8781759975241
19,1684086797.4669957,4002.824220765727,50045.8685545179,324.58562391731664,811.4640597932915
19,1684086798.4972577,4003.6815747319047,50073.65913314838,478.54600007662975,1196.3650001915744
19,1684086799.515244,4002.608149898708,50045.705524512974,313.14461782062943,782.8615445515735
19,1684086800.5464082,4004.038924145104,50041.91009726736,369.3828906594785,923.4572266486962
19,1684086802.5664232,4004.268179737405,50008.47989666215,247.1010992657188,617.7527481642969
19,1684086804.595903,4004.3597613796,50042.490907201936,387.71436247796345,969.2859061949084
19,1684086806.6341891,4001.5896157613993,50078.19491497741,392.2288745486288,980.572186371572
19,1684086807.6604116,4002.55760083366,50106.9364383797,555.5440809246211,1388.8602023115527
19,1684086808.6917932,4001.939240627479,50037.67066607635,247.5977102807001,618.9942757017503
19,1684086810.709742,4004.0392810836775,50062.38308686098,451.2926599743467,1128.2316499358667
19,1684086812.7331722,4003.444322713909,50026.54878935202,278.26312869808083,695.657821745202
19,1684086814.764081,4003.067932518073,50048.51918812471,347.3558159467065,868.3895398667662
19,1684086815.7968922,4001.712237835568,50050.865639840646,289.03781984128324,722.5945496032081
19,1684086816.8219652,4002.271518990347,50089.305039287705,470.7316457926788,1176.829114481697
19,1684086817.841239,4003.161328411656,50064.05704129613,414.1697594549909,1035.4243986374772
19,1684086819.8611157,4003.8682147256254,50016.504524126925,259.2419749259975,648.1049373149938
19,1684086821.8852253,4001.819358475711,50076.54851072548,397.1206096824772,992.8015242061928
19,1684086823.9167974,4001.8746894968494,50059.37417098332,331.18724859642634,827.9681214910657
19,1684086825.939316,4003.403500376573,50046.86637722884,357.49585315877925,893.7396328969481
19,1684086826.970987,4001.836189993429,50112.19519424364,540.5481510625135,1351.3703776562838
19,1684086828.9941876,4003.6992259297376,50091.89781575737,552.3816641555239,1380.9541603888097
19,1684086831.0174284,4003.258106645726,50098.14652313337,555.3588420755315,1388.3971051888286
19,1684086832.035256,4001.962493564244,50076.65891006616,404.7121998226105,1011.780499556526
19,1684086833.065333,4003.037838038376,50086.179818585646,496.4959080535648,1241.239770133912
19,1684086834.0974956,4003.575923345593,50055.853615673324,402.0509323923736,1005.127330980934
19,1684086836.1256227,4003.967097693008,50054.775890361896,417.2619177085012,1043.154794271253
19,1684086838.1445386,4002.9770706314353,50025.59373519304,251.11776786837564,627.7944196709391
19,1684086839.1660936,4002.82845069531,50030.98548832932,265.2645570785702,663.1613926964254
19,1684086841.192014,4002.406089875589,50091.91031132919,487.8734167436347,1219.6835418590867
19,1684086843.2091498,4003.7720034902177,50037.93676432515,340.16954923719413,850.4238730929853
19,1684086845.2326183,4003.6199825645726,50086.69565673595,527.6180998576873,1319.045249644218
19,1684086846.2606974,4001.667187955013,50105.034095770025,503.4610513599276,1258.652628399819
19,1684086847.2818754,4003.261432256924,50064.30017946333,420.1394772680723,1050.3486931701807
19,1684086848.3000002,4001.660070966217,50067.05426528645,351.1861758020915,877.9654395052287
19,1684086849.3205838,4003.4116804769583,50091.71279113594,537.2898178352126,1343.2245445880314
19,1684086850.3390155,4001.6176779136135,50108.55585825689,515.0746309089735,1287.6865772724336
19,1684086851.3587236,4002.10195349569,50099.61877906781,503.5175924557121,1258.7939811392805
19,1684086852.378596,4003.253875358014,50029.17304026387,279.2536902177174,698.1342255442935
19,1684086853.3985648,4003.8844909882873,50023.47821820501,287.9489893478671,719.8724733696677
19,1684086855.421404,4003.301279198988,50026.95494141055,272.7476073782906,681.8690184457264
19,1684086857.4466567,4003.4246864178144,50019.531621324255,249.2143256369651,623.0358140924127
19,1684086858.4657085,4001.559492513598,50082.63246990668,408.4741169429873,1021.185292357468
19,1684086859.484171,4001.521262005831,50107.45962935232,505.87270072225056,1264.6817518056264
19,1684086861.506758,4003.7294275093695,50026.439564302,292.0559367537316,730.1398418843289
19,1684086863.5273452,4002.913685746906,50056.56051307545,371.820297332727,929.5507433318174
19,1684086865.5518782,4004.256161145135,50039.89150940766,372.1478992224938,930.3697480562346
19,1684086867.5723126,4002.002457467175,50060.66739874612,342.74237047408974,856.8559261852242
19,1684086869.5985017,4004.274363146668,50010.77159689096,256.5764114246775,641.4410285616937
19,1684086870.618345,4002.587487620072,50095.63037724447,511.812255429974,1279.530638574935
19,1684086872.640335,4002.9031252622303,50036.96250991006,292.9010274549921,732.2525686374803
19,1684086873.6576517,4002.8229718603216,50039.81739384792,300.31862403396167,750.7965600849042
19,1684086875.6779518,4002.8181585685097,50085.09899280847,481.2046943319715,1203.0117358299287
19,1684086876.6959434,4004.289899676847,50007.38984242104,243.82455948435515,609.5613987108878
19,1684086877.723808,4002.580872745361,50040.85670391207,292.38724530176995,730.9681132544249
19,1684086879.754918,4002.003188313568,50103.09047539093,512.4711828065714,1281.1779570164283
19,1684086880.773115,4003.074244383016,50071.91254138023,441.2443381660737,1103.110845415184
19,1684086882.799569,4002.101764581867,50057.82842651272,336.3467464631953,840.8668661579882
19,1684086883.8187594,4002.4564286037566,50088.12771172139,475.2568978457316,1188.142244614329
19,1684086884.8510618,4002.3247571583406,50078.593660546896,430.5449831466767,1076.3624578666918
19,1684086886.8744612,4003.655794484048,50023.99508967258,278.6031750215836,696.507937553959
19,1684086887.8926847,4003.879030927344,50034.51077898737,331.80675852612006,829.5168963153001
19,1684086888.9152968,4004.3120804466266,50048.84275674637,410.74287413409104,1026.8571853352275
19,1684086890.9390771,4004.1053143555714,50076.40687331833,510.6827569724383,1276.7068924310956
19,1684086891.9625545,4001.710634613944,50101.357178953054,490.923883760974,1227.309709402435
19,1684086892.9988394,4001.7895823687904,50108.17485158288,522.1385101102491,1305.3462752756227
19,1684086894.0305235,4003.873377271118,50045.09323896648,373.8544627040444,934.636156760111
19,1684086896.0540066,4003.223523237552,50036.17334485873,305.73975712731493,764.3493928182872
19,1684086897.0845163,4004.497155923192,50054.102177470864,441.013984807448,1102.5349620186198
19,1684086898.118505,4002.448341507465,50048.97514584878,318.2427749019621,795.6069372549052
19,1684086899.1444328,4001.591977255805,50091.95033901476,447.3685515579051,1118.4213788947627
19,1684086901.1742542,4001.7816251470913,50085.515456916015,431.10342533123617,1077.7585633280903
19,1684086902.1924052,4003.856254165285,50037.64747247349,343.216893486929,858.0422337173225
19,1684086904.2159045,4003.8051442961614,50088.057427438776,542.3061075330083,1355.7652688325209
19,1684086905.2361338,4003.3686568443904,50051.66146280911,374.9369647031638,937.3424117579096
19,1684086906.2542362,4003.544281852595,50073.55634325098,471.2825804718209,1178.2064511795522
19,1684086907.27763,4001.8156181241775,50081.89506438996,418.3199765991165,1045.7999414977912
